ingredient_id,ingredient_name,language,is_alcoholic,old_category_id,new_category_id,category_name,description,reasoning,processed_at
1210,Chilled 7-up,ENG,False,,5.0,Other not alcohol,,"Chilled 7-up is a carbonated soft drink composed mainly of water, sweeteners, and flavorings, and does not fit into the categories of 'Lemonade', 'Syrup', 'Coffee', 'Juice', 'Fruits', or 'Vegetables'.",2025-08-20T19:29:42.456435
1211,Espresso or strong co,ENG,False,,8.0,Coffee,,"Espresso or strong coffee is a brewed coffee beverage and is consistently used as the coffee component in cocktails such as the Espresso Martini. It is not an alcohol, syrup, juice, or other non-alcoh",2025-08-20T19:29:37.943397
1212,"Sparkling tangerine or
orange beverage",ENG,False,,5.0,Other not alcohol,,"A 'sparkling tangerine or orange beverage' is a carbonated, non-alcoholic drink made with tangerine or orange juice and sparkling water, as seen in products like Spindrift Blood Orange Tangerine, whic",2025-08-20T19:29:38.706726
1213,Grand marnier (or cointreau),ENG,True,,3.0,Liqueur,,"Both Grand Marnier and Cointreau are classified as orange liqueurs, which are sweetened, flavored alcoholic spirits distinct from base spirits like rum, brandy, or vodka. Grand Marnier is a blend of C",2025-08-20T19:29:38.081458
1214,Midori or other melon liqueur,ENG,True,,3.0,Liqueur,,"Midori and other melon liqueurs are classified as liqueurs, which are sweetened alcoholic beverages flavored with various ingredients—in this case, melon. Multiple sources confirm that Midori is a mel",2025-08-20T19:29:39.481414
1215,Ginger beer (or ginger ale),ENG,True,,6.0,Beer,,"Ginger beer (and ginger ale) are carbonated beverages traditionally brewed and fermented, classifying them as a type of beer, even though most modern commercial versions are non-alcoholic or low-alcoh",2025-08-20T19:29:53.250904
1216,"Seeded, peeled, cubed papaya",ENG,False,,10.0,Fruits,,"Seeded, peeled, cubed papaya is the raw, unprocessed flesh of a fruit and is used in cocktails as a fresh fruit ingredient, not as juice, syrup, or any processed form. Multiple cocktail recipes use fr",2025-08-20T19:29:56.374862
1217,"Ginger-infused vodka (see page
70)",ENG,True,,14.0,Vodka,,"Ginger-infused vodka is made by infusing fresh ginger into plain vodka, resulting in a flavored vodka but not changing its base spirit category. It remains a vodka product, not a liqueur or any other ",2025-08-20T19:29:55.246968
1218,Chilled premium sake,ENG,True,,12.0,Wine,,"Sake is a traditional Japanese alcoholic beverage made from fermented rice, water, koji mold, and yeast. It is classified as a type of rice wine, not a spirit or liqueur, and is most closely related t",2025-08-20T19:29:56.980721
1219,Chilled purple grape juice,ENG,False,,13.0,Juice,,"Chilled purple grape juice is a non-alcoholic beverage made by extracting the liquid from grapes. Among the provided categories, 'Juice' is the most precise and appropriate classification, as it speci",2025-08-20T19:29:52.072977
1220,Dry sake,ENG,True,,12.0,Wine,,"Dry sake is an alcoholic beverage made by fermenting rice and is commonly referred to as Japanese rice wine, even though its production process differs from grape wine. Among the available categories,",2025-08-20T19:30:07.623684
1221,Lemon-flavored vodka),ENG,True,,14.0,Vodka,,"Lemon-flavored vodka is a type of vodka that has been infused or flavored with lemon, but it remains fundamentally a vodka product rather than a liqueur or any other spirit. Flavored vodkas are classi",2025-08-20T19:30:10.632367
1222,Midori (or other melon-flavored liquer),ENG,True,,3.0,Liqueur,,"Midori is explicitly described as a melon-flavored liqueur with a lower alcohol by volume than base spirits, and is used as a sweet, flavored ingredient in cocktails. The term 'liqueur' is consistentl",2025-08-20T19:30:11.121818
1223,"Peppermint schnapps (or white
crème de menthe)",ENG,True,,3.0,Liqueur,,"Peppermint schnapps is consistently described as a mint-flavored liqueur, made by adding peppermint flavoring to a clear grain spirit, and is classified as a liqueur in multiple authoritative sources[",2025-08-20T19:30:07.263665
1224,Rye (or blended whiskey),ENG,True,,0.0,,,"None of the available categories ('Rum', 'Liqueur', 'Absinthe', 'Beer', 'Brandy', 'Wine', 'Vodka') match 'Rye (or blended whiskey)'. Rye whiskey and blended whiskey are types of whiskey, which is a di",2025-08-20T19:30:07.936890
1225,Absinthe substitute (pernod or anisette),ENG,True,,3.0,Liqueur,,"Absinthe substitutes such as Pernod and anisette are anise-flavored spirits or liqueurs, typically bottled at around 40% ABV and used in cocktails as a replacement for absinthe. Pernod is specifically",2025-08-20T19:30:25.180952
1226,Bourbon (or blended whiskey),ENG,True,,0.0,,,"None of the available categories ('Rum', 'Liqueur', 'Absinthe', 'Beer', 'Brandy', 'Wine', 'Vodka') match 'Bourbon (or blended whiskey)'. Bourbon is a type of whiskey, which is a distinct category of d",2025-08-20T19:30:26.275582
1227,Vanilla beans,ENG,False,,5.0,Other not alcohol,,"Vanilla beans are a non-alcoholic ingredient used to impart flavor in cocktails, syrups, and infusions. They are not a fruit, vegetable, juice, syrup (on their own), coffee, lemonade, or alcohol. Whil",2025-08-20T19:30:23.294983
1228,"Cointreau (or maraschino
liqueur)",ENG,True,,3.0,Liqueur,,"Both Cointreau and maraschino liqueur are classified as liqueurs. Cointreau is specifically described as an orange liqueur and is officially recognized as such, while maraschino is a cherry-flavored l",2025-08-20T19:30:24.739590
1229,Milk (or 3 ounces half-and-half),ENG,False,,5.0,Other not alcohol,,"Milk and half-and-half are non-alcoholic dairy products commonly used in cocktails for texture and flavor, but they do not fit into any of the other provided categories such as 'Lemonade', 'Syrup', 'C",2025-08-20T19:30:22.590761
1230,Scotch or bourbon,ENG,True,,0.0,No matching category,,"Scotch and bourbon are both types of whiskey, which is a distinct category of distilled spirit not listed among the available options. The provided categories do not include 'Whiskey' or any equivalen",2025-08-20T19:30:38.451698
1231,"Bourbon (or blended canadian
whisky)",ENG,True,,0.0,,,"Bourbon and blended Canadian whisky are both types of whisky (or whiskey), which are distilled spirits made primarily from grains and aged in barrels. None of the provided categories ('Rum', 'Liqueur'",2025-08-20T19:30:38.015346
1232,Lemon or tangerine,ENG,False,,10.0,Fruits,,"Both lemon and tangerine are whole fruits commonly used in cocktails for their juice, zest, or as garnish. The recipes provided use fresh tangerine and lemon, either squeezed for juice or cut for garn",2025-08-20T19:30:37.434630
1233,"Rye, bourbon, or blended
canadian whisky",ENG,True,,0.0,,,"The ingredient 'Rye, bourbon, or blended Canadian whisky' refers to types of whisky, which are distilled spirits made from fermented grain mash and aged in barrels[4]. None of the available categories",2025-08-20T19:30:40.564553
1234,Bourbon (or rye),ENG,True,,0.0,,,"None of the available categories ('Rum', 'Liqueur', 'Absinthe', 'Beer', 'Brandy', 'Wine', 'Vodka') match 'Bourbon (or rye)'. Bourbon and rye are both types of whiskey, which is a distinct category of ",2025-08-20T19:30:40.410084
1235,Pernod (or herbsaint),ENG,True,,3.0,Liqueur,,"Pernod (and Herbsaint) are anise-flavored spirits classified as pastis, which is a type of French liqueur. Multiple sources explicitly describe Pernod as an anise liqueur, crafted with botanicals and ",2025-08-20T19:30:47.575343
1236,Cognac (or bourbon or rye),ENG,True,,11.0,Brandy,,"Cognac is a type of brandy, and both bourbon and rye are types of whiskey. Among the available categories, 'Brandy' is the most appropriate for Cognac, which is the first and primary spirit listed in ",2025-08-20T19:30:48.627480
1237,Peychaud’s or angostura bitters,ENG,True,,3.0,Liqueur,,"Peychaud’s and Angostura bitters are alcoholic cocktail ingredients made by infusing herbs, spices, and botanicals into a high-proof spirit base. While not consumed as standalone spirits, bitters are ",2025-08-20T19:30:47.990932
1238,Herbsaint (or pernod or ricard),ENG,True,,3.0,Liqueur,,"Herbsaint, as well as Pernod and Ricard, are all anise-flavored spirits that are classified as liqueurs. Herbsaint was created as an absinthe substitute and is consistently described as a liqueur in a",2025-08-20T19:30:47.804565
1239,Seagram’s 7 crown whiskey,ENG,True,,0.0,,,"Seagram’s 7 Crown is an American blended whiskey[1][2][3][4][5]. None of the available categories ('Rum', 'Liqueur', 'Absinthe', 'Beer', 'Brandy', 'Wine', 'Vodka') include 'Whiskey' or a suitable equi",2025-08-20T19:30:47.825300
1240,"Blended canadian whisky or
bourbon",ENG,True,,0.0,,,"Neither 'Blended canadian whisky' nor 'bourbon' matches any of the available categories exactly. Both are types of whisky, but there is no 'Whisky' or 'Whiskey' category in the provided list. The avai",2025-08-20T19:31:03.461836
1241,Lemon or orange,ENG,False,,10.0,Fruits,,"Lemon and orange are both whole fruits commonly used in cocktails for their juice, zest, or as garnishes. The search results consistently reference fresh squeezed lemon and orange juice, as well as sl",2025-08-20T19:31:03.050780
1242,Blended or other whiskey,ENG,True,,0.0,,,"Blended or other whiskey is a distilled spirit made from grain, falling under the general category of whiskey, which is not represented in the provided list of categories. The available categories inc",2025-08-20T19:31:00.212833
1243,Chilled white wine,ENG,True,,12.0,Wine,,"Chilled white wine is a type of wine made from green or yellow grapes and is commonly used as a base ingredient in cocktails such as spritzers and sangria[1][2][3][4]. Among the available categories, ",2025-08-20T19:30:59.657818
1244,"Chilled light, dry red wine",ENG,True,,12.0,Wine,,"Chilled light, dry red wine is a type of wine made from fermented grapes, fitting the standard definition of 'Wine' as a category for alcoholic drinks. It is not distilled, flavored, or fortified, and",2025-08-20T19:31:02.114854
1245,"Bottle dry red wine, chilled",ENG,True,,12.0,Wine,,"The ingredient 'Bottle dry red wine, chilled' is a type of wine, specifically a dry red wine, which is directly covered by the category 'Wine'. This is supported by cocktail classification sources tha",2025-08-20T19:31:11.641063
1246,"Bottle club soda, chilled",ENG,False,,5.0,Other not alcohol,,"Club soda is a carbonated water with added minerals, used primarily as a non-alcoholic mixer in cocktails and other beverages. It does not fit categories such as 'Lemonade', 'Syrup', 'Coffee', 'Juice'",2025-08-20T19:31:15.614153
1247,Chilled dry white wine,ENG,True,,12.0,Wine,,Chilled dry white wine is a type of wine made from white grapes and is commonly used as a base ingredient in cocktails such as spritzers and sangria. It is not distilled and does not fit the definitio,2025-08-20T19:31:10.651553
1248,"Chilled dry white wine (such as
chardonnay, pinot gris, or sauvignon
blanc)",ENG,True,,12.0,Wine,,"Chilled dry white wine (such as chardonnay, pinot gris, or sauvignon blanc) is a type of wine made from white grapes and is commonly used as a base ingredient in cocktails. It is not distilled like sp",2025-08-20T19:31:14.989982
1249,Chilled dry red wine,ENG,True,,12.0,Wine,,"Chilled dry red wine is a type of wine, specifically a red wine served cold. It is not distilled, flavored, or fortified, and does not fit the definitions of rum, liqueur, absinthe, beer, brandy, or v",2025-08-20T19:31:10.209989
1250,Chilled lemon-lime soda,ENG,False,,5.0,Other not alcohol,,"Chilled lemon-lime soda is a sweetened, carbonated soft drink commonly used as a mixer in cocktails and mocktails. It is not a juice, syrup, lemonade, fruit, or vegetable, and does not contain alcohol",2025-08-20T19:31:23.206610
1251,Peychaud’s or orange bitters,ENG,True,,3.0,Liqueur,,"Peychaud’s and orange bitters are classified as bitters, which are alcoholic flavoring agents made by infusing spirits with botanicals, herbs, and spices. While not consumed as standalone spirits, bit",2025-08-20T19:31:24.541627
1252,Dry (fino) sherry,ENG,True,,12.0,Wine,,"Dry (fino) sherry is a type of fortified wine produced in Spain, specifically classified as a dry style of sherry. Multiple sources confirm that sherry, including dry varieties like fino, is fundament",2025-08-20T19:31:22.321751
1253,Orange or lemon,ENG,False,,10.0,Fruits,,"The ingredient 'Orange or lemon' refers to the whole fruit or its fresh parts (such as slices, wedges, or muddled pieces), which are commonly used in cocktails for flavor, garnish, or muddling. Both o",2025-08-20T19:31:24.848432
1254,Dry rosé wine,ENG,True,,12.0,Wine,,"Dry rosé wine is a type of wine made from red grape varieties with minimal skin contact to achieve its pink color and dry profile. It is not distilled or fortified, and is classified alongside other w",2025-08-20T19:31:23.583799
1255,Pale dry sherry,ENG,True,,12.0,Wine,,"Pale dry sherry is a type of fortified wine produced in Spain, specifically classified under the broader category of sherry wines. It is not a spirit, liqueur, or beer, but rather a wine that has unde",2025-08-20T19:31:40.667944
1256,Bottles dry red wine,ENG,True,,12.0,Wine,,"The ingredient 'Bottles dry red wine' refers specifically to a type of wine made from red grapes with minimal residual sugar, commonly used in cocktails and as a standalone alcoholic beverage. Among t",2025-08-20T19:31:41.798360
